bikes_4100_14760_5.csvriga;nome attributo;valore da imputare;valore imputato
1688;price;40000;?
2361;company;Hero;?
1354;power;24.6;?
168;kms_driven;35364;?
2897;company;KTM;Royal-Enfield
3260;mileage;85.0;?
1284;model_year;2013;2017
220;location;bangalore;?
2341;mileage;65.0;?
1950;mileage;35.0;?
3464;owner;first;first
2036;price;120000;?
1300;model_year;2015;?
4042;kms_driven;21500;?
3011;power;19.0;?
303;power;42.3;?
3641;owner;first;first
3507;location;gurgaon;?
1374;kms_driven;10000;?
1642;location;bangalore;?
1501;location;delhi;?
86;model_year;2016;?
2320;kms_driven;15000;?
125;power;14.0;?
3325;owner;first;first
2115;power;24.6;?
2024;model;Himalayan;?
2093;owner;first;first
864;power;19.8;?
2830;model_year;2015;2016
2398;company;Bajaj;Hero
593;model;Splendor;?
2125;model_year;2013;?
1756;owner;first;first
3302;model_year;2017;2018
1868;price;69837;?
2550;owner;first;first
2482;owner;first;first
2712;price;155000;?
1346;model;Avenger;?
3761;company;Royal-Enfield;Harley-Davidson
1057;company;Triumph;Harley-Davidson
1314;owner;third;first
1165;power;8.1;?
628;company;Suzuki;Bajaj
2101;model;CBZ;?
3799;model;YZF-R15;?
3127;model;Classic;?
1094;owner;first;first
2176;power;11.8;14.0
2411;power;19.8;?
1435;model_year;2017;2018
143;model;Thunderbird;?
3802;model;Renegade;?
1383;location;surat;?
2866;company;Royal-Enfield;?
1281;price;59250;?
3405;kms_driven;14700;?
540;power;14.0;?
3766;kms_driven;22253;?
2908;price;389100;?
3721;kms_driven;15440;?
3456;price;42200;?
2223;price;830000;?
2282;model_year;2015;2018
1162;kms_driven;21900;?
2838;owner;first;first
4095;model;Classic;?
535;kms_driven;19000;?
938;company;Royal-Enfield;?
3561;mileage;65.0;?
2344;mileage;65.0;?
3842;mileage;42.0;?
2005;company;Benelli;?
1068;price;47000;?
1394;model_year;2014;?
947;model;Thunderbird;?
337;model_year;2016;2013
910;power;19.0;?
1386;model_year;2016;2015
3473;kms_driven;29067;?
1079;mileage;42.0;?
4024;model;Thunderbird;?
3765;owner;first;first
597;company;Bajaj;Bajaj
340;model;Classic;?
2963;price;140000;?
271;model_year;2012;?
975;price;545752;?
1603;owner;first;first
3988;company;Hero;?
3024;kms_driven;10900;?
804;kms_driven;18000;?
944;kms_driven;3600;?
2396;kms_driven;12000;?
3869;model_year;2016;2019
1752;model_year;2016;?
2834;owner;first;first
2907;power;8.2;?
3683;model_year;2013;?
2107;price;181562;?
2738;power;24.8;?
3387;power;17.0;14.3
45;kms_driven;9563;?
2925;kms_driven;1200;?
1692;price;155000;?
2649;price;39999;?
3748;power;19.8;?
3187;model;Pulsar;?
3501;model_year;2013;2018
3786;mileage;35.0;?
2681;location;bangalore;?
3709;owner;first;first
2357;location;nagpur;?
735;location;delhi;?
3509;mileage;25.0;?
1388;power;12.32;?
3426;location;delhi;?
451;kms_driven;20517;?
2553;model_year;2011;?
101;company;KTM;?
350;owner;first;first
387;location;bangalore;?
3181;location;mumbai;?
388;owner;first;first
410;model_year;2016;2018
93;owner;first;first
850;model_year;2016;2012
3451;power;19.8;?
428;company;Bajaj;Harley-Davidson
3012;mileage;35.0;?
3019;location;kalyan;?
2432;company;Harley-Davidson;?
496;price;110000;?
3054;price;145000;?
2167;model;Splendor;?
1199;mileage;35.0;?
1001;mileage;20.0;?
2731;company;Bajaj;?
589;location;faridabad;?
2595;company;Bajaj;Harley-Davidson
3407;power;19.0;?
1023;kms_driven;85000;?
3356;price;65000;?
563;location;pune;?
3307;location;mumbai;?
3652;company;Royal-Enfield;Harley-Davidson
3411;model_year;2018;?
105;price;150000;?
1744;location;mumbai;?
2686;model;CT;?
2449;model;V15;?
228;mileage;53.0;?
948;model;Thunderbird;?
1447;power;7.5;?
1966;company;Hero;Harley-Davidson
2706;company;Hero;?
2776;owner;first;first
2475;kms_driven;35000;?
1498;owner;first;first
1625;location;jaipur;?
1515;model;Ninja;?
692;power;11.64;?
1593;power;14.3;?
1777;power;24.2;?
1021;power;13.0;?
1787;location;chandigarh;?
643;kms_driven;23000;?
541;company;Royal-Enfield;?
873;model_year;2015;?
3801;price;74000;?
1561;kms_driven;4000;?
3384;power;8.2;?
44;price;30000;?
2704;model;RC;?
418;owner;first;first
1044;owner;second;first
933;company;Suzuki;Bajaj
1853;power;21.0;?
1578;model_year;2017;2019
2927;power;37.73;47.0
1023;owner;first;first
955;kms_driven;21000;?
756;kms_driven;3649;?
2399;kms_driven;30000;?
3814;company;Royal-Enfield;Bajaj
2230;kms_driven;20232;?
1352;company;Yamaha;?
2049;kms_driven;620;?
251;company;Royal-Enfield;Harley-Davidson
1760;location;mumbai;?
1175;mileage;35.0;?
3304;model_year;2018;2018
1015;model;Pulsar;?
1951;kms_driven;37000;?
71;power;27.2;?
368;price;35000;?
3313;model;RC;?
537;price;98200;?
3892;model;Glamour;?
167;location;chittorgarh;?
2026;mileage;63.0;?
1984;power;19.8;?
2632;model;Mojo;?
3257;power;19.8;?
3104;owner;first;first
3644;model;Pulsar;?
2299;price;60000;?
1859;model;Thunderbird;?
363;owner;first;first
2185;owner;first;first
846;power;20.3;?
1365;owner;first;first
790;mileage;45.0;?
552;mileage;35.0;?
3798;owner;first;first
1374;mileage;35.0;?
727;price;92000;?
1546;power;19.1;19.8
563;mileage;25.0;?
4044;mileage;40.0;?
3238;model_year;2016;2014
735;owner;first;first
3907;model_year;2017;2016
3327;company;Royal-Enfield;Harley-Davidson
2371;kms_driven;35000;?
250;power;19.0;14.3
3255;power;14.6;?
128;price;110000;?
2572;power;19.0;19.0
3506;owner;first;first
554;company;UM;Harley-Davidson
3974;model_year;2013;2012
1437;model_year;2017;2016
2949;owner;first;first
261;power;12.32;?
1678;kms_driven;11204;?
2994;power;19.8;?
1541;power;27.2;?
2091;location;jaipur;?
1905;kms_driven;35000;?
3670;location;mumbai;?
3248;model;Renegade;?
18;power;19.8;?
983;mileage;55.0;?
1423;location;mumbai;?
3975;power;8.2;?
460;price;48700;?
657;model_year;2019;?
1391;mileage;55.0;?
89;kms_driven;14300;?
3236;power;14.0;?
299;model_year;2013;?
2135;company;Benelli;KTM
4088;kms_driven;20102;?
3556;mileage;65.0;?
3127;company;Royal-Enfield;?
1651;owner;first;first
1193;price;50000;?
1699;kms_driven;31500;?
2503;kms_driven;28000;?
3050;price;85000;?
3062;model;Classic;?
313;company;Yamaha;?
1118;location;delhi;?
3160;price;81000;?
3577;model_year;2013;2017
2345;company;Royal-Enfield;?
3452;model;Thunderbird;?
2203;kms_driven;48500;?
235;power;25.0;19.8
240;kms_driven;14062;?
1086;power;16.0;?
1384;kms_driven;22900;?
122;model;CT;?
1273;company;Hero;Royal-Enfield
2453;owner;second;first
3214;model_year;2018;2016
272;model_year;2017;2016
4047;price;71000;?
2633;mileage;50.0;?
1596;price;21500;?
238;model;Classic;?
2836;kms_driven;69500;?
912;model;Thunderbird;?
3825;power;24.6;?
2860;company;Hero;?
387;kms_driven;12500;?
3814;power;19.8;?
455;model;Passion;?
157;company;Royal-Enfield;Royal-Enfield
561;owner;first;first
2335;kms_driven;17926;?
1339;mileage;45.0;?
3776;location;hyderabad;?
2882;power;47.0;?
125;mileage;63.0;?
2781;mileage;20.0;?
3279;kms_driven;12500;?
2224;model;Renegade;?
513;kms_driven;13000;?
826;model_year;2008;2018
1551;price;108000;?
1797;company;Royal-Enfield;Harley-Davidson
1721;owner;first;first
63;mileage;35.0;?
1582;power;25.1;?
2512;model;V15;?
3493;location;pune;?
3683;kms_driven;26739;?
1612;location;chennai;?
1350;model_year;2014;?
853;price;36500;?
2581;owner;second;first
1506;price;15333;?
3125;model;Gixxer;?
3581;power;19.8;?
3240;mileage;32.0;?
2885;price;350000;?
51;model;Pulsar;?
3820;price;41000;?
1579;power;19.8;?
3633;kms_driven;11000;?
1727;power;8.2;?
3420;company;Hero;?
3118;power;19.8;?
468;model;Classic;?
787;model;HF;?
598;mileage;40.0;?
550;owner;first;first
1722;model_year;2016;2018
3938;company;Bajaj;?
278;mileage;40.0;?
1817;price;28500;?
1509;model;Splendor;?
1115;mileage;40.0;?
3764;kms_driven;23156;?
798;model;FZs;?
1233;mileage;35.0;?
474;mileage;38.0;?
2241;kms_driven;4476;?
3461;owner;first;first
450;location;delhi;?
1231;kms_driven;18000;?
2543;price;115000;?
514;model;Super;?
666;power;7.5;?
3741;owner;second;first
1188;mileage;35.0;?
3683;price;105000;?
2204;model;Pulsar;?
3549;company;Royal-Enfield;Harley-Davidson
1237;owner;first;first
832;power;44.0;?
2696;kms_driven;29099;?
550;location;mumbai;?
1536;owner;second;first
3504;price;360000;?
3869;company;Yamaha;?
2062;price;45100;?
516;kms_driven;55300;?
1755;kms_driven;25000;?
2273;location;bangalore;?
2067;owner;first;first
1291;power;19.8;?
3000;model_year;2008;?
2499;kms_driven;4061;?
2138;price;233437;?
196;location;bangalore;?
1055;power;41.4;37.73
2859;company;Bajaj;?
1885;power;19.0;?
3950;power;7.5;?
342;model;Continental;?
4081;location;chennai;?
961;owner;first;first
300;mileage;40.0;?
1008;model_year;2019;2017
2722;model_year;2019;?
1607;model_year;2018;2019
3325;model;HF;?
127;power;33.0;?
2708;location;gurgaon;?
2296;model_year;2015;?
2212;mileage;5.0;?
507;location;delhi;?
524;mileage;37.0;?
1160;company;Royal-Enfield;Royal-Enfield
2670;mileage;65.0;?
3112;mileage;55.0;?
3052;mileage;25.0;?
3605;kms_driven;13500;?
1025;price;102000;?
2917;company;Royal-Enfield;Royal-Enfield
1495;price;85000;?
3539;model_year;2012;2015
3403;company;Kawasaki;?
4091;company;Bajaj;?
1424;power;13.8;?
2958;kms_driven;11500;?
2288;model_year;2019;2018
2640;location;mumbai;?
349;mileage;35.0;?
1722;location;bangalore;?
2685;mileage;35.0;?
1483;owner;second;first
2171;price;197125;?
3527;model;Passion;?
1968;mileage;30.0;?
2482;model;Renegade;?
119;company;Royal-Enfield;Royal-Enfield
2221;company;Yamaha;?
3934;price;47530;?
3529;kms_driven;77000;?
248;company;Bajaj;Royal-Enfield
2225;mileage;40.0;?
3980;model;RC;?
3450;location;bangalore;?
3921;model_year;2018;?
2665;mileage;40.0;?
3463;owner;first;first
548;price;60000;?
1148;mileage;35.0;?
837;location;bangalore;?
562;power;25.0;25.1
1111;price;125000;?
1391;power;8.2;?
2734;price;80000;?
3492;location;ahmedabad;?
2635;model_year;2016;?
1541;owner;first;first
3820;location;pune;?
3691;model;Apache;?
686;owner;first;first
2242;model;Avenger;?
3398;model_year;2015;2018
2406;power;28.0;?
3802;model_year;2017;2018
1592;company;KTM;?
1478;mileage;35.0;?
2009;location;pune;?
2131;mileage;40.0;?
3031;company;Royal-Enfield;Harley-Davidson
2943;model;RC;?
1078;location;vadodara;?
1595;price;50000;?
3611;owner;first;first
3302;location;mumbai;?
193;kms_driven;18000;?
969;mileage;5.0;?
3235;price;42000;?
889;power;21.0;8.2
3656;owner;second;first
1075;model_year;2011;2016
325;owner;first;first
819;kms_driven;26000;?
2538;kms_driven;15780;?
2962;kms_driven;3900;?
2293;kms_driven;12200;?
3283;power;15.6;?
100;location;lucknow;?
990;owner;first;first
2640;price;150000;?
1684;power;13.0;?
3498;kms_driven;5700;?
3946;location;delhi;?
3758;location;mumbai;?
2622;owner;first;first
3904;company;Hero;?
2873;company;Hero;Royal-Enfield
2544;owner;first;first
2784;mileage;40.0;?
1343;location;delhi;?
1762;model_year;2011;2006
85;company;Hero;Bajaj
655;model_year;2020;2018
3328;kms_driven;17420;?
2495;kms_driven;5700;?
3180;owner;first;first
2587;mileage;5.0;?
651;location;bangalore;?
738;kms_driven;90000;?
2020;model_year;2019;2019
292;location;delhi;?
1510;power;13.8;?
1591;owner;first;first
4097;company;Yamaha;Hero
3821;power;19.0;?
1251;company;Hero;?
1217;model;Thunderbird;?
1280;model;Classic;?
3508;owner;first;first
3126;owner;first;first
3047;location;pune;?
1260;company;KTM;?
3862;company;Suzuki;Harley-Davidson
3944;model_year;2015;?
2325;company;Royal-Enfield;Royal-Enfield
2441;power;25.1;?
3075;company;UM;?
2766;price;700000;?
2697;price;44000;?
1368;price;75000;?
2098;location;faridabad;?
366;model_year;2015;?
3689;kms_driven;13000;?
286;kms_driven;10000;?
379;model;FZ25;?
505;mileage;35.0;?
3948;location;delhi;?
3258;model_year;2018;?
339;model;Apache;?
3581;location;delhi;?
1476;owner;first;first
587;location;pune;?
1726;price;486200;?
1894;model;TNT;?
485;owner;first;first
4012;owner;first;first
2852;owner;first;first
2655;model_year;2016;2018
300;location;kolkata;?
3239;owner;first;first
3537;location;meerut;?
620;owner;first;first
2912;model_year;2011;?
3965;mileage;42.0;?
2442;kms_driven;7000;?
1912;owner;first;first
765;model;Classic;?
2912;location;bangalore;?
1057;mileage;20.0;?
2526;model;RC;?
2781;kms_driven;22000;?
230;power;17.0;?
1265;model;YZF-R15;?
202;price;75000;?
3796;owner;first;first
1769;kms_driven;11250;?
2099;model_year;2020;?
2085;owner;first;first
1695;price;125000;?
1859;power;19.8;8.2
3939;location;faridabad;?
3699;kms_driven;22700;?
962;company;Royal-Enfield;Royal-Enfield
4077;power;13.8;?
1732;model;FZ25;?
54;location;delhi;?
1232;location;delhi;?
2096;location;ghaziabad;?
3677;company;Royal-Enfield;?
1534;location;mumbai;?
2305;company;Hero;Royal-Enfield
991;power;19.1;?
2140;owner;first;first
3182;owner;first;first
313;price;59520;?
589;mileage;30.0;?
1106;power;25.1;19.8
2410;price;181562;?
3606;company;Royal-Enfield;Royal-Enfield
488;mileage;38.5;?
3196;model_year;2014;2016
2717;owner;first;first
3339;mileage;35.0;?
1352;owner;first;first
1406;model_year;2021;2018
2533;owner;first;first
422;company;Royal-Enfield;?
2532;company;Royal-Enfield;Harley-Davidson
2144;location;visakhapatnam;?
792;model_year;2021;2015
3526;price;95000;?
901;model;Thunderbird;?
3042;model;Thunderbird;?
3692;location;mumbai;?
1611;location;bangalore;?
3349;kms_driven;14600;?
3807;location;gurgaon;?
1106;company;KTM;Harley-Davidson
3270;owner;first;first
2706;power;8.2;?
2715;owner;first;first
3329;price;95000;?
2857;model_year;2007;2018
1649;power;14.0;?
3605;company;Royal-Enfield;?
1935;company;Royal-Enfield;?
812;model;Thunderbird;?
2802;company;KTM;?
2417;owner;first;first
3018;location;bangalore;?
2286;model_year;2014;2013
3808;model;Thunderbird;?
1953;owner;first;first
1791;price;71400;?
1462;price;337187;?
448;model_year;2019;2015
332;kms_driven;38150;?
2162;location;bangalore;?
760;model_year;2016;?
3004;model;Avenger;?
238;location;mumbai;?
1301;kms_driven;28000;?
912;company;Royal-Enfield;Royal-Enfield
2401;owner;first;first
1015;owner;first;first
1460;owner;first;first
1570;company;Kawasaki;Harley-Davidson
2242;model_year;2018;?
2207;kms_driven;6300;?
1895;owner;first;first
84;price;25000;?
1746;power;15.0;?
1232;company;Royal-Enfield;Royal-Enfield
1647;mileage;89.0;?
3921;price;62000;?
1235;price;65000;?
1087;price;38000;?
3548;model_year;2016;?
3142;kms_driven;10943;?
1180;price;47000;?
917;location;ahmedabad;?
1896;price;110000;?
230;model;Pulsar;?
3097;owner;first;first
774;location;chandigarh;?
1917;model;Thunderbird;?
2063;location;lucknow;?
838;model_year;2013;2015
1069;model;HF;?
32;company;KTM;?
1238;model;Karizma;?
326;power;19.8;?
527;company;Hero;Hero
3816;kms_driven;58966;?
707;kms_driven;12897;?
760;owner;first;first
1706;location;vadodara;?
3998;kms_driven;12500;?
1195;owner;first;first
3937;company;Hero;Hero
577;mileage;40.0;?
1033;power;8.1;?
3725;model_year;2017;2017
1771;model;YZF-R3;?
2420;location;chennai;?
630;model_year;2015;2015
365;location;delhi;?
4071;price;210000;?
506;model;V15;?
1175;power;19.8;?
625;company;Hero;Royal-Enfield
752;power;19.1;?
1847;kms_driven;6500;?
2386;model_year;2018;?
1696;owner;first;first
2757;kms_driven;3121;?
3864;owner;first;first
458;model_year;2017;2018
2253;power;19.8;?
1589;mileage;50.0;?
1784;model;GT650R;?
2739;kms_driven;9430;?
3489;model;Ignitor;?
580;location;chennai;?
3526;location;gurgaon;?
9;mileage;40.0;?
2385;model_year;2012;2013
3985;power;17.0;?
1122;price;140000;?
3289;company;Yamaha;KTM
2272;kms_driven;40000;?
542;mileage;57.0;?
2945;location;patna;?
171;kms_driven;9301;?
2660;owner;first;first
1970;owner;first;first
2548;power;19.8;?
2111;kms_driven;10000;?
3547;price;80000;?
66;owner;first;first
3697;model_year;2014;2016
2061;location;jaipur;?
1710;price;165000;?
2719;kms_driven;30000;?
2381;power;19.8;?
3889;model;FZs;?
3014;price;95000;?
2202;kms_driven;18060;?
1994;owner;first;first
3265;location;pune;?
2188;power;19.8;?
315;kms_driven;3595;?
439;power;19.8;25.0
2240;mileage;35.0;?
151;kms_driven;50000;?
3334;power;19.8;?
2468;mileage;25.0;?
953;power;14.3;8.2
3648;model;Super;?
3803;company;UM;?
1516;company;Royal-Enfield;Royal-Enfield
931;model;Thunderbird;?
1700;owner;first;first
3149;location;mumbai;?
168;model;Avenger;?
3162;kms_driven;85000;?
263;model_year;2016;?
3150;power;14.0;?
4079;location;ludhiana;?
1375;power;19.8;?
2822;power;13.8;?
1855;kms_driven;13678;?
803;location;delhi;?
823;owner;first;first
2354;kms_driven;20431;?
74;price;67500;?
346;power;14.0;?
309;kms_driven;61000;?
243;model_year;2014;2010
1809;price;62900;?
3969;kms_driven;22047;?
2168;location;delhi;?
3942;power;19.0;?
2942;model_year;2017;2016
3886;model;Classic;?
943;model;Duke;?
3414;company;TVS;?
653;model_year;2008;2018
3466;location;ghaziabad;?
1678;model_year;2018;?
2943;price;220000;?
1704;location;faridabad;?
220;power;14.0;17.0
2337;model_year;2019;?
2963;location;delhi;?
805;company;Hero;Royal-Enfield
1335;kms_driven;14500;?
2826;company;Hero;Bajaj
3814;location;delhi;?
1399;model_year;2006;2014
3345;model_year;2017;?
453;price;55400;?
1396;power;17.0;?
1954;power;27.2;19.8
110;location;ambala;?
3948;owner;first;first
911;owner;first;first
2904;company;Bajaj;?
1222;model;Bullet;?
3703;model;Renegade;?
4094;power;8.17;?
2247;power;8.2;?
1576;mileage;35.0;?
2419;owner;first;first
1222;price;53600;?
2360;mileage;95.0;?
1592;model_year;2018;?
140;mileage;35.0;?
492;model_year;2016;2018
4054;company;Bajaj;Harley-Davidson
3978;location;chennai;?
1071;mileage;38.0;?
2975;location;pune;?
1703;owner;second;first
4077;owner;first;first
831;kms_driven;8500;?
2356;model_year;2016;2013
3120;model;Electra;?
2485;mileage;35.0;?
2484;location;gurgaon;?
267;price;55300;?
2959;mileage;25.0;?
2235;power;19.8;?
2882;company;Harley-Davidson;?
2574;location;bangalore;?
2484;company;Yamaha;KTM
309;model_year;2018;2017
2087;model;FZs;?
3126;model_year;2016;2015
3905;company;Royal-Enfield;?
240;price;69000;?
1427;company;Royal-Enfield;Royal-Enfield
1656;owner;first;first
4098;model_year;2016;?
2352;price;42000;?
859;location;chennai;?
630;location;mumbai;?
3486;mileage;26.0;?
2345;owner;first;first
4007;location;chennai;?
97;mileage;52.0;?
210;model;Duke;?
3596;mileage;40.0;?
2271;company;Hero;Hero
3967;power;19.8;?
2575;model;FZ25;?
450;owner;first;first
1674;model;CT;?
2838;company;Bajaj;Bajaj
2465;power;18.28;21.0
2774;price;73000;?
2555;model_year;2014;2015
1575;price;30000;?
1967;location;gurgaon;?
3009;kms_driven;90000;?
143;company;Royal-Enfield;?
3746;company;Bajaj;?
3818;model_year;2017;2018
463;owner;first;first
600;model_year;2017;?
230;price;58000;?
724;model;Classic;?
2175;model_year;2013;2014
1469;price;311250;?
1308;model;Duke;?
4011;model;Discover;?
3426;price;320000;?
275;model;Electra;?
1346;location;bangalore;?
2286;power;17.0;?
1383;price;18500;?
2023;mileage;25.0;?
3883;company;Bajaj;?
3023;price;70000;?
201;price;80000;?
2971;location;mumbai;?
2860;owner;first;first
2523;mileage;32.0;?
544;mileage;40.0;?
601;company;Royal-Enfield;Royal-Enfield
3187;company;Bajaj;Bajaj
2982;owner;second;first
1361;owner;first;first
398;mileage;50.0;?
1256;price;159700;?
697;model_year;2021;2020
306;location;navi mumbai;?
3904;mileage;5.0;?
3702;location;noida;?
1016;owner;first;first
3359;price;103522;?
2230;mileage;50.0;?
2898;mileage;81.0;?
2770;price;123700;?
3938;kms_driven;30000;?
817;company;Royal-Enfield;Bajaj
92;owner;first;first
16;model;Thunderbird;?
890;kms_driven;14000;?
3528;mileage;57.0;?
607;model_year;2018;2019
1875;mileage;40.0;?
1313;model;Classic;?
2666;owner;first;first
864;kms_driven;2160;?
2208;model_year;2018;?
2152;company;Suzuki;?
4005;kms_driven;27000;?
753;price;20000;?
1163;location;ahmedabad;?
2942;model;YZF-R15;?
401;mileage;53.0;?
3300;price;51000;?
873;company;Bajaj;?
1165;price;25000;?
125;company;Suzuki;?
