Age;Gender;Country;state;self_employed;family_history;treatment;work_interfere;no_employees;remote_work;tech_company;benefits;care_options;wellness_program;seek_help;anonymity;leave;mental_health_consequence;phys_health_consequence;coworkers;supervisor;mental_health_interview;phys_health_interview;mental_vs_physical;obs_consequence
34;male;United Kingdom;?;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Yes;Very easy;No;No;Some of them;Yes;No;Maybe;Yes;No
25;Male;United States;NE;No;Yes;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Don't know;Maybe;No;Some of them;Some of them;No;No;No;Yes
39;m;Switzerland;?;No;No;Yes;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;No;Maybe;Yes;No
33;Male;United States;NY;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Don't know;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
22;Female;United States;WA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Very difficult;Yes;Maybe;Some of them;Some of them;No;Maybe;No;Yes
30;Female;United States;CA;No;No;No;?;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;No;No;No;Yes;No
41;Male;United States;TX;No;Yes;No;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Yes;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;No;No
38;M;United States;IL;No;No;No;Never;More than 1000;Yes;Yes;No;Yes;No;No;No;Very difficult;Yes;Yes;No;No;No;No;Don't know;No
34;Male;United States;FL;No;No;No;?;More than 1000;Yes;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;Maybe;Yes;No
43;M;United States;MA;No;No;No;?;More than 1000;No;Yes;Yes;No;Yes;Yes;Don't know;Don't know;No;No;Some of them;Yes;No;Maybe;Don't know;No
29;Male;United States;WI;No;Yes;No;Sometimes;More than 1000;Yes;No;Yes;Yes;No;Yes;Yes;Very easy;Maybe;No;Some of them;No;No;No;Yes;No
43;m;United Kingdom;?;No;Yes;No;?;More than 1000;No;No;Don't know;No;No;No;Don't know;Very easy;Maybe;No;Some of them;Yes;No;Maybe;Don't know;No
36;M;United States;PA;No;No;No;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat difficult;No;No;Some of them;Yes;No;No;No;No
43;male;United States;GA;No;No;Yes;Sometimes;More than 1000;No;No;Don't know;No;No;Don't know;Don't know;Very difficult;Maybe;No;Some of them;Yes;No;No;Don't know;No
35;Male;United States;CA;No;No;No;Sometimes;More than 1000;No;Yes;Don't know;Not sure;Yes;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;No;Don't know;No
40;M;United States;IL;No;No;No;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;No;No;Some of them;Some of them;No;Maybe;Don't know;No
25;M;United States;CA;No;Yes;No;?;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;Maybe;Yes;Yes;No
51;Male;United States;MN;No;No;No;Never;More than 1000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Yes;Yes;No;No;Yes;No
46;Male;United States;IL;No;No;Yes;Rarely;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;Maybe;No;No;No;Maybe;Yes;No
43;Male;Mexico;?;Yes;No;No;?;More than 1000;Yes;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;Maybe;Don't know;No
56;m;United States;CA;No;No;Yes;Rarely;More than 1000;Yes;Yes;Yes;Yes;Don't know;Yes;Yes;Somewhat easy;No;No;Yes;Yes;Yes;Yes;Yes;No
39;Male;United States;TN;No;No;No;?;More than 1000;Yes;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
29;M;United States;TX;No;No;No;?;More than 1000;No;No;Don't know;Not sure;No;Don't know;Don't know;Don't know;Maybe;No;No;Some of them;No;Maybe;Don't know;No
23;Female;United Kingdom;?;No;Yes;No;Never;More than 1000;No;No;No;No;No;Yes;Don't know;Somewhat easy;Yes;Maybe;No;No;No;Maybe;Don't know;No
39;Male;United States;TN;No;Yes;No;Sometimes;More than 1000;No;Yes;Yes;No;Yes;Yes;Don't know;Don't know;Maybe;Maybe;Some of them;Yes;Maybe;Maybe;Don't know;Yes
33;Male;United States;IN;No;No;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Yes;No;No;Yes;No
49;Male;United States;OR;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Yes;Yes;Somewhat difficult;Yes;Maybe;No;No;No;Maybe;No;Yes
30;Male;United States;OK;No;No;No;?;More than 1000;Yes;Yes;Yes;No;Yes;Yes;Don't know;Don't know;Yes;Maybe;No;No;No;No;Don't know;No
25;female;United States;OH;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;No;Don't know;Don't know;Yes;Yes;No;No;No;No;No;No
48;Male;United States;VA;No;No;Yes;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;Maybe;Maybe;Yes;Yes;No;Maybe;Yes;Yes
31;Male;United States;SC;No;No;No;?;More than 1000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;Maybe;Yes;Yes;No
22;F;United States;CA;No;Yes;Yes;Often;More than 1000;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Yes;Yes;No;No;No;No;Don't know;No
42;male;New Zealand;?;No;No;Yes;Sometimes;More than 1000;No;No;No;Yes;Don't know;No;Yes;Somewhat difficult;Yes;Maybe;Some of them;Some of them;No;Yes;No;Yes
29;male;United States;CA;No;No;No;Sometimes;More than 1000;No;Yes;Yes;No;Yes;No;Don't know;Don't know;Yes;Maybe;No;No;No;No;Don't know;No
26;Male;United States;WA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;Not sure;No;Yes;Yes;Very difficult;Maybe;No;Some of them;Some of them;Yes;Yes;No;Yes
32;Male;United States;WA;No;No;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;No;Some of them;Some of them;No;No;Don't know;No
28;Male;United States;WA;No;Yes;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;No;No;No
40;Male;United States;WA;No;Yes;Yes;Sometimes;More than 1000;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Very difficult;Yes;No;Some of them;Some of them;No;Maybe;Don't know;Yes
28;Male;United States;WA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;No;Don't know;Don't know;Don't know;Somewhat easy;Maybe;No;Some of them;No;No;Maybe;No;No
45;Male;United States;NY;No;No;No;?;More than 1000;No;No;Yes;Yes;Yes;Yes;Don't know;Don't know;No;No;Some of them;Some of them;No;No;Yes;No
43;Male;United States;WA;No;No;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Don't know;Somewhat easy;No;No;Yes;Yes;Maybe;Yes;Yes;No
35;Male;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Don't know;Yes;Don't know;Very difficult;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
30;male;United States;WA;No;Yes;No;Never;More than 1000;No;No;Don't know;No;No;Don't know;Don't know;Don't know;Yes;Maybe;No;No;No;No;No;No
26;Male;United States;CA;No;No;Yes;Rarely;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;No;Maybe;No;No
33;M;United Kingdom;?;No;No;No;?;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Maybe;Don't know;No
55;male;United Kingdom;?;No;No;Yes;Often;More than 1000;No;No;Yes;Yes;Yes;Yes;Don't know;Somewhat easy;Yes;Maybe;No;Some of them;No;Maybe;No;Yes
43;Male;United States;MI;No;No;No;Sometimes;More than 1000;Yes;Yes;No;Not sure;No;No;Don't know;Very difficult;Yes;Maybe;No;No;No;Maybe;No;Yes
49;Male;United States;GA;No;Yes;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;No;No;Yes;Yes;No;No;Yes;No
38;cis male;United States;WA;No;No;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;Maybe;No;Yes
31;Female;United States;TX;No;Yes;No;Never;More than 1000;No;No;Yes;Not sure;No;Don't know;Don't know;Don't know;Yes;Yes;No;No;No;No;Don't know;No
40;male;United States;TN;No;No;No;?;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Don't know;Maybe;No;No;Yes;No;No;Don't know;No
24;Female;United States;TN;No;Yes;No;Sometimes;More than 1000;No;No;Yes;Yes;No;Don't know;Don't know;Somewhat difficult;Yes;Maybe;Some of them;Some of them;No;No;No;Yes
31;male;United States;SD;No;No;No;Sometimes;More than 1000;No;Yes;Yes;Not sure;Yes;Yes;Yes;Don't know;Yes;Maybe;Some of them;Some of them;No;Maybe;Yes;No
46;Female (trans);United States;CT;No;No;Yes;Often;More than 1000;No;No;Yes;Yes;Yes;Yes;Don't know;Don't know;Yes;No;Some of them;Some of them;No;No;No;Yes
25;female;United States;OR;No;No;No;Never;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Don't know;Don't know;Maybe;No;Some of them;Yes;Maybe;No;Yes;No
34;Male;United States;IN;No;No;No;?;More than 1000;No;No;Yes;Not sure;Yes;Don't know;Don't know;Don't know;Maybe;Maybe;Some of them;Yes;No;No;Don't know;No
40;Male;United States;NC;No;Yes;No;Sometimes;More than 1000;Yes;No;Yes;Not sure;Yes;Don't know;Don't know;Don't know;Yes;Maybe;Some of them;Some of them;No;Maybe;No;No
44;m;United States;MO;No;No;No;?;More than 1000;Yes;No;Don't know;No;Don't know;Don't know;Yes;Don't know;Yes;No;Some of them;No;No;No;No;No
40;M;United States;WI;No;Yes;Yes;Sometimes;More than 1000;Yes;Yes;Yes;Yes;No;Yes;Don't know;Don't know;Yes;No;No;No;No;Maybe;Don't know;No
29;f;United Kingdom;?;No;No;Yes;Often;More than 1000;No;No;Yes;Yes;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;Yes;No;Yes
26;female;United States;WA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;No;Don't know;Don't know;No;No;Some of them;Yes;No;Maybe;No;Yes
35;Male;Switzerland;?;No;Yes;Yes;Often;More than 1000;No;Yes;Don't know;Not sure;No;No;Yes;Very easy;No;No;Some of them;Some of them;No;Maybe;No;No
42;M;United States;TN;No;No;No;Rarely;More than 1000;No;No;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;No;No
31;Male ;Canada;?;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No
29;Female;United States;NJ;No;No;Yes;Often;More than 1000;Yes;No;Yes;No;No;No;Don't know;Somewhat easy;No;No;Some of them;Yes;Maybe;Maybe;Don't know;No
26;Male;United States;PA;No;No;No;Never;More than 1000;No;No;Yes;Yes;No;Don't know;Don't know;Somewhat difficult;Maybe;No;No;Yes;No;No;Don't know;No
43;Male;United States;OH;No;No;No;Sometimes;More than 1000;Yes;Yes;Yes;Not sure;No;Yes;Don't know;Don't know;Maybe;No;No;No;No;No;Don't know;No
41;M;United States;IL;No;No;No;Rarely;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Don't know;Don't know;Maybe;Maybe;Some of them;No;No;No;Yes;Yes
25;Male;United States;IN;No;No;No;Never;More than 1000;No;No;Don't know;No;No;No;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
40;Male;United States;WA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;Yes;Yes;No;No;No;Maybe;No;Yes
27;Female;United States;WA;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very difficult;Maybe;No;Yes;Some of them;No;Maybe;No;Yes
30;Female;United States;TN;No;Yes;Yes;Often;More than 1000;No;No;Yes;No;No;No;Don't know;Somewhat difficult;Yes;No;No;No;No;Maybe;No;No
41;male;Germany;?;No;No;Yes;Sometimes;More than 1000;No;Yes;Don't know;No;No;No;Don't know;Somewhat difficult;No;No;Yes;Yes;No;No;Yes;No
38;male;United States;IN;No;Yes;No;Never;More than 1000;No;No;Yes;Not sure;Yes;Yes;Don't know;Don't know;Yes;Maybe;Some of them;No;No;No;No;No
25;M;United States;WA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Don't know;Yes;Don't know;Yes;No;No;No;No;No;Yes;No
40;male;United States;WA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Not sure;Yes;Don't know;Don't know;Somewhat difficult;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;Yes
29;Male;United States;WI;No;No;No;?;More than 1000;No;No;Don't know;Not sure;Yes;Don't know;Yes;Somewhat easy;No;No;Some of them;Yes;No;Maybe;Yes;No
33;female;United States;CA;No;No;Yes;Often;More than 1000;No;Yes;Yes;Yes;Don't know;Don't know;Don't know;Don't know;Yes;No;No;No;No;Maybe;Don't know;No
40;m;United States;WA;No;No;No;?;More than 1000;No;No;Yes;Not sure;Don't know;Don't know;Don't know;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;Don't know;No
38;Male;United States;NY;No;Yes;Yes;Rarely;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;No;No;Yes;No;Yes;Don't know;No
44;Male;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;No;No;No;No;Yes;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;No;No
28;male;United States;MI;No;No;No;?;More than 1000;No;No;Yes;No;No;No;Yes;Somewhat easy;Maybe;No;No;No;No;Yes;No;No
36;F;United States;TN;No;Yes;Yes;Rarely;More than 1000;Yes;Yes;Yes;Yes;No;No;Yes;Somewhat easy;Maybe;Maybe;Some of them;No;No;No;Don't know;No
27;Male;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;No;No;No;No;No;Yes;Somewhat easy;Maybe;No;Yes;Yes;Maybe;Maybe;No;No
21;Male;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;No;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;No;Don't know;No
29;Male;Sweden;?;No;No;No;Rarely;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;Maybe;Maybe;No;No;No;Yes;Don't know;Yes
28;male;Belgium;?;No;No;No;Sometimes;More than 1000;No;No;No;No;No;No;Don't know;Somewhat easy;Yes;Maybe;No;No;No;No;Don't know;Yes
27;female;United Kingdom;?;No;Yes;No;?;More than 1000;No;No;No;Yes;No;No;Yes;Don't know;Maybe;No;No;No;No;Yes;Yes;No
23;Male;Israel;?;No;No;No;Never;More than 1000;No;No;No;Yes;Yes;Yes;Yes;Somewhat difficult;No;No;Yes;Yes;No;Yes;Yes;No
39;M;United Kingdom;?;No;Yes;Yes;Sometimes;More than 1000;No;No;No;No;No;No;Yes;Very easy;Maybe;Maybe;Some of them;Yes;Maybe;Maybe;Yes;No
35;M;United States;IN;No;Yes;Yes;Often;More than 1000;No;No;Yes;Yes;No;Yes;Don't know;Somewhat easy;Yes;No;No;Some of them;No;Yes;Don't know;No
32;Male;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat difficult;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;Yes
51;M;Singapore;?;No;No;No;Never;More than 1000;Yes;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Yes;No;No;No;No;No;No;No
32;Male;United States;CA;No;Yes;No;Sometimes;More than 1000;No;Yes;Yes;No;Yes;Don't know;Don't know;Don't know;Maybe;No;Yes;Yes;No;No;Don't know;No
34;male;Poland;?;No;No;No;Never;More than 1000;Yes;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Yes;Don't know;No
32;Female;United States;PA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;No;No;No
29;Male;United States;IL;No;No;No;?;More than 1000;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Maybe;No;Some of them;Yes;Maybe;Yes;No;No
30;Male;United States;IL;No;No;No;?;More than 1000;No;No;Yes;No;Yes;Yes;Don't know;Don't know;Yes;Maybe;No;No;No;No;Don't know;No
38;male;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Don't know;Maybe;No;Some of them;No;No;Maybe;No;Yes
34;Male;Canada;?;No;Yes;No;Sometimes;More than 1000;No;Yes;Yes;Not sure;Yes;Yes;Yes;Don't know;Maybe;No;No;No;No;Maybe;Don't know;No
45;male;Ireland;?;No;No;No;Never;More than 1000;Yes;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Yes;No;Yes;Some of them;No;No;No;Yes
34;Female;United Kingdom;?;No;No;Yes;Sometimes;More than 1000;No;No;No;Yes;No;Yes;Yes;Somewhat difficult;Maybe;Maybe;Some of them;Yes;No;Maybe;No;Yes
31;Male;Philippines;?;No;No;No;Sometimes;More than 1000;No;Yes;Don't know;No;No;No;Don't know;Very difficult;Yes;Yes;Some of them;No;No;Maybe;No;Yes
27;Male;United Kingdom;?;No;No;No;Rarely;More than 1000;Yes;No;Don't know;Not sure;No;Yes;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
38;Male;United States;TX;No;No;Yes;Sometimes;More than 1000;Yes;Yes;Yes;No;Yes;Yes;Yes;Very easy;No;No;Yes;Yes;No;No;Don't know;No
24;male;Ireland;?;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;Yes;Don't know;Somewhat easy;Maybe;No;Some of them;No;No;Maybe;Yes;Yes
39;Male;Netherlands;?;No;No;No;?;More than 1000;No;No;Yes;Not sure;Yes;Don't know;Don't know;Somewhat easy;Maybe;Maybe;No;Some of them;No;No;Yes;No
32;Female;Ireland;?;No;Yes;No;Never;More than 1000;No;Yes;Yes;Yes;Don't know;Yes;Yes;Don't know;Maybe;No;Some of them;Some of them;No;No;Don't know;No
25;Male;United Kingdom;?;No;Yes;Yes;Sometimes;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Yes;Yes;Yes;Yes;Yes;No
60;Male;United States;CA;No;No;Yes;Often;More than 1000;Yes;Yes;Don't know;No;Yes;Don't know;Don't know;Somewhat easy;Maybe;Maybe;Some of them;No;No;Maybe;Don't know;No
28;Male;United States;TN;No;Yes;Yes;Often;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;Maybe;Some of them;Yes;No;No;No;Yes
43;f;United States;FL;No;Yes;Yes;Rarely;More than 1000;Yes;Yes;Yes;Yes;No;Yes;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No
32;female;United Kingdom;?;No;No;No;?;More than 1000;No;No;No;No;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;Yes;No;Yes;No;No
36;Male;United States;UT;No;Yes;No;Rarely;More than 1000;No;No;Don't know;No;Yes;Yes;Don't know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No
34;male;United States;CA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;No;Don't know;Somewhat difficult;Yes;Yes;No;No;No;No;No;No
